Título do trabalho,ID,Veículo,Link,Formato,Autores(as) do trabalho,Data de publicação,Resumo do trabalho,Relevância,Originalidade,Metodologia
A conexão,21,"Revista Piauí, OCCRP e Fiquem Sabendo",https://piaui.folha.uol.com.br/materia/a-conexao-2/,Impresso,"Luiz Fernando Toledo, Allan de Abreu, Heron Martins, José Roberto de Toledo, Fernanda da Escóssia, Rodolfo Almeida",6/2/2022,"Investigação jornalística de cerca de um descobriu um esquema de lavagem e exportação de madeira extraída ilegalmente do Pará aos EUA. O esquema envolvia servidores do governo do estado do Pará, empresas americanas e até um membro do PCC.","Esta reportagem se baseou quase totalmente em uma robusta análise de dados inédita, feita entre os repórteres e engenheiros da ONG CCCA, de análise de crimes ambientais. O caso que descobrimos está motivando a ação de grupos de advocacy para evitar que este tipo de crime continue acontecendo.","A reportagem mostra uma investigação própria e inédita de crime ambiental, com descrição integral do fato, algo raro no jornalismo. Com entrevistas, viagens a campo e dados, conseguimos traçar o local exato de onde a madeira foi roubada até o destino final em Nova York, na loja onde foi vendida aos consumidores. Mostramos quem são os responsáveis, com os devidos nomes, as empresas envolvidas e até o conhecimento por parte do Ibama sobre o caso, embora nunca tenham feito nada a respeito.
A reportagem também inova pois traz uma narrativa quase literária dos fatos, com descrições detalhadas, de forma que o leitor mal percebe que se trata de uma investigação baseada em dados. Os dados, neste caso, foram subsídio para a reportagem, mas não a principal informação oferecida no texto final.","A série começou com vários cruzamentos de dados públicos - Cadastro Ambiental Rural (CAR) do Pará, dados de desmatamento, informações geográficas de terras públicas, etc. A partir disso identificamos os maiores grileiros no Estado do Pará, ou seja, aqueles que declaravam possuir terras em áreas públicas, e também os que mais desmatavam. Esse recorte nos levou a investigá-los de perto e identificar suas cadeias de produção. Com apoio da CCCA, chegamos até o caso do ipê, e a partir daí, usando dados que rastreiam por onde essa carga de ipê foi levada, contamos a história em campo. Nossos repórteres viajaram ao Pará e também a Nova York para mostrar todo o trajeto da madeira. 
"
A lavagem da boiada,22,"Revista Piauí, OCCRP, CCCA e Fiquem Sabendo",https://piaui.folha.uol.com.br/materia/lavagem-da-boiada/,Outro,"Allan de Abreu, José Roberto de Toledo, Fernanda da Escóssia, Luiz Fernando Toledo, Eduardo Goulart, Rodolfo Almeida",11/7/2022,"Investigação própria de cerca de 8 meses identificou, com metodologia própria, como mais de 90 mil cabeças de gado criadas em áreas protegidas foram parar em açougues da Europa.","Muitas reportagens são produzidas sobre criação de gado em áreas protegidas, mas esta inova em produzir uma metodologia própria para chegar aos casos e, por isso, identifica um número muito maior de gado do que aquele observado inclusive por organizações internacionais especializadas em meio ambiente. Nosso trabalho e descobertas foram reconhecidos pela própria JBS, que é alvo da reportagem.","Foram feitos cruzamentos de dados do Cadastro Ambiental Rural, territórios indígenas, áreas protegidas e licenças de transporte animal. As guias de trânsito animal,, de difícil acesso, ajudaram a identificar por quais fazendas o gado passou. Foi usada uma metodologia específica que identifica até mesmo quando as fazendas usam laranjas para ""lavar"" o gado - isto é, o gado criado em terra ilegal é vendido para uma fazenda ""laranja"" antes de chegar ao frigorífico, dificultando o rastreamento. Foi essa triangulação que permitiu que este projeto chegasse a um número muito maior de gado exportado ilegalmente do que outras iniciativas semelhantes.","Foram feitos cruzamentos de dados do Cadastro Ambiental Rural, territórios indígenas, áreas protegidas e licenças de transporte animal. As guias de trânsito animal,, de difícil acesso, ajudaram a identificar por quais fazendas o gado passou. Foi usada uma metodologia específica que identifica até mesmo quando as fazendas usam laranjas para ""lavar"" o gado - isto é, o gado criado em terra ilegal é vendido para uma fazenda ""laranja"" antes de chegar ao frigorífico, dificultando o rastreamento. Foi essa triangulação que permitiu que este projeto chegasse a um número muito maior de gado exportado ilegalmente do que outras iniciativas semelhantes."
Do batente ao batuque,23,Escritório de Dados - Rio de Janeiro,https://www.dados.rio/especiais/do-batente-ao-batuque,Online,"Caio Jacintho, João Carabetta, Marcel Balassiano, Tiago Peregrino, Pedro Simões, Rafaela Bastos",20/4/2022,"Nesta visualização mostramos como são os bastidores da organização do maior show da terra, o Carnaval do Rio de Janeiro. Festa mundialmente conhecida, ela leva multidões às ruas da cidade, oferecendo, além da alegria, a oportunidade de trabalho para muitos brasileiros. 

Mostramos como é esta organização e o que está por trás da festa. Um investimento que retorna para a cidade não só em valores financeiros, mas melhorias estruturais e o oferecimento de diversão gratuita para todos. Além de imagens, convidamos nossos leitores a tentarem responder um quis sobre os números desta grande festa!","Desmitificar a ideia de que o Carnaval é um ""custo"" para a cidade foi uma das principais razões para a elaboração desta visualização. Por meio das nossas visualizações, mostramos dados reais sobre o investimento da festa.","Além da originalidade de demonstrar um assunto de caráter cultural e governamental por meio da visualização de dados, tivemos a ideia de elaborar um quiz para que nossos leitores se desafiem a acertar as questões sobre o assunto.","As informações, os dados e os gráficos que compõem este especial foram extraídos dos seguintes estudos, que são públicos:

Relatório Carnaval de Dados - Instituto Fundação João Goulart - FJG e Secretaria Municipal de Desenvolvimento Econômico, Inovação e Simplificação - SMDEIS

Entrevistas em Profundidade - Instituto Fundação João Goulart - FJG

A produção econômica do carnaval dos blocos de rua da cidade do Rio de Janeiro: aplicação dos modelos de mensuração das indústrias culturais e criativas. Tese (Doutorado em População, Território e Estatísticas Públicas). Escola Nacional de Ciências Estatísticas. Rio de Janeiro. 2021. Cristina Couri

Economia do Carnaval do Rio (Estudo Especial SMDEIS - no. 02/2022)"
Mais de 1.300 construções irregulares a menos no Rio de Janeiro,24,Escritório de Dados - Rio de Janeiro,https://viz.dados.rio/#/especial-seop/demolicoes,Online," Judite Cypreste, Caio Jacintho, Diego Oliveira, João Carabetta",9/8/2022,"Nesta visualização, mostramos como a Prefeitura vem combatendo o avanço de construções irregulares na cidade, principalmente em áreas ambientalmente protegidas, por meio de operações constantes de demolição destas construções. Até o momento, mais de 1.300 imóveis não habitados, não finalizados, erguidos ilegalmente e que traziam riscos à população, foram colocados abaixo, poupando a a vida de milhares de cariocas que viviam em áreas de risco.","A proliferação de construções irregulares é um problema que tomou conta da cidade do Rio de Janeiro há algumas décadas. Em áreas sob influência do crime organizado a preocupação é ainda maior. Estudos apontam que a atividade imobiliária se tornou uma das principais fontes financeiras de alguns grupos criminosos. 

Essas construções são realizadas sem autorização da Prefeitura, em áreas públicas e protegidas, e erguidas sem nenhum acompanhamento técnico. Por trás de cada prédio construído ilegalmente e sem fiscalização, há inúmeras famílias que vivem sob o risco de terem suas casas desabadas, e perderem, a qualquer momento, sua história e também suas vidas.",A publicação de dados públicos por meio de visualização de dados de fácil compreensão.,As informações e os dados e os gráficos que compõem este especial foram utilizados com base nas informações veiculadas pela Prefeitura Municipal do Rio de Janeiro.
"BRT RIO - Passado e futuro, fatos e dados",25,Escritório de Dados - Prefeitura do Rio de Janeiro,https://www.dados.rio/especiais/brt,Online,"Caio Jacintho, Diego Oliveira, João Carabetta, Pedro Simões",22/3/2022,"Esta visualização narra o histórico do BRT, na cidade do Rio de Janeiro, Brasil. 

Este meio de transporte é mantido pela própria Prefeitura. Criado pelo arquiteto e urbanista brasileiro Jaime Lerner, o Bus Rapid Transit é uma solução de meio de transporte público que une a combinação de baixo custo, alta capacidade e potencial de rápida expansão urbana. 

No Rio de Janeiro, o sistema sofreu um grande abandono por parte de algumas gestões o que ocasionou numa piora do transporte público na cidade.

Por meio de gráficos e mapas, contamos a história do sistema de transporte, os recursos investidos e como o cidadão carioca encontrará o BRT daqui alguns anos.","Nesta visualização, mostramos como foi a retomada deste serviço essencial, contando como foi a sua implementação, declínio, as soluções colocadas em prática pela atual gestão e as resoluções previstas para os próximos anos.",O uso de dados públicos em uma narrativa de visualização de dados.,"Devido à falta de precisão nos dados de veículos e estações fizemos as seguintes adaptações. No gráfico de veículos, os anos de 2016 e 2020 se referem ao mês de dezembro dos respectivos anos. O número de veículos do ano 2022 é referente ao mês de Março de 2022. Também em 2022, foi feito um cálculo de número de veículos equivalentes dado os diferentes tipos de carros circulando. Em 2024, o número de veículos é uma estimativa considerando as compras de veículos já anunciadas pela SMTR. No gráfico de estações, o número de estações abertas no mês de dezembro dos respectivos anos, exceto para 2024 que é uma projeção considerando a abertura de novas estações na TransBrasil.

Fizemos a estimativa da capacidade máxima diária já atingida pelos corredores de BRT usando a série histórica de passageiros por mês fornecida pela MobiRio. Para a estimativa, fizemos a média de passageiros por mês no ano de maior carga que foi dividida por 25 que é o número aproximado de dias úteis por mês.

Fizemos estimativa de tempo de viagem entre Jardim Oceânico e Tanque usando a API do Google Maps no dia 14 de março de 2022. Usamos a previsão de partida de Downtown às 18:00.

Todo código que gerou os dados e visualização pode ser encontrado no Github do Escritório de Dados."
As pistas da destruição - Amazônia tem 362 pistas de pouso clandestinas perto de áreas devastadas pelo garimpo,26,The Intercept Brasil,https://theintercept.com/2022/08/02/amazonia-pistas-clandestinas-garimpo/,Online,Hyury Potter,2/8/2022,"Reportagem revelou a existência de 1.269 pistas clandestinas na Amazônia Legal, número maior do que o de pistas registradas na região. Do total de pistas clandestinas, 362 estão perto de áreas desmatadas por garimpos. ","A investigação do The Intercept Brasil mostra que o governo Bolsonaro não fiscaliza ou pune donos de pistas clandestinas, e ainda revela como essas estruturas construídas no meio da floresta são utilizadas na cadeia ilegal do ouro que começa em terras protegidas da Amazônia e vai parar  em grandes empresas globais de tecnologia, como Apple, Tesla, Ford e Amazon. ","O levantamento de pistas clandestinas é inédito e ajuda a compreender como funciona a operação de garimpos ilegais na Amazônia Legal, que estão ligados diretamente a problemas ambientais e sociais na região. 
Um documentário também foi produzido sobre essa investigação de dados: https://youtu.be/IA-Rk_hdl4M.","Os dados de pistas clandestinas foram reunidos pela organização não-governamental Earthrise Media, que utilizou AI para identificar pistas de pouso em imagens de satélite. Também utilizamos dados da plataforma aberta OpenStreetMap, da ONG ISA Socioambiental e da Hutukara Associação Yanomami. Os dados foram analisados e checados visualmente por jornalistas do The Intercept Brasil e do The New York Times, que também publicou uma reportagem sobre o tema."
Dashboard do COFOG,27,Secretaria do Tesouro Nacional,https://painel-cofog.tesouro.gov.br/dashboard_cofog.Rmd,Online,"Fernando Barbalho, Karla Rocha, Jordão Gonçalves, Tiago Maranhão, Lucas Leite",23/6/2022,"O painel permite identificar padrões de comportamentos das despesas de funções típicas de governo federal brasileiro (saúde, educação, defesa, etc) a partir do referencial da ONU/FMI conhecido como COFOG.  
Ao todo são seis abas em que o usuário utiliza filtros e gráficos para: conhecer os principais achados identificados pelas equipes da Secretaria do Tesouro Nacional (STN); entender os fluxos de formação dos valores de gastos; identificar os clusters formados pelas ações de governo relacionadas a cada uma das funções; perceber como as funções de governo se relacionam com classificações econômicas; e visualizar séries temporais. 
Todos os dados são capturados dos dados abertos presentes no ckan da STN a partir do uso de API. Em todas as abas há a opção de download dos dados que foram filtrados. O código foi todo escrito em R e está disponível num link disponível na própria aplicação. ","O trabalho traz uma ressignificação dos dados abertos de gastos com funções de governo. A patir do dashboard o usuário final consegue consumir e entender quais as funções que o governo central brasileiro se dedica e capta quais são as prioridades alocativas ao longo dos anos. Além disso, com a disponibilidade do código aberto e dados abertos, o usuário pode replicar e adaptar partes das funionalidades para seus próprios produtos.",O dashboard inova ao trazer para o mundo dos não iniciados em finanças públicas várias possibilidades de interaração com dados complexos. A aplicação faz isso utilizando recursos de estatística descritiva e aprendizagem de máquina que são ressignificados a partir de visualização de dados. Salienta-se ainda o uso de diversas opções de gráficos que se adequam a cada uma das perspectivas analíticas disponibilizadas.,"Os dados passaram por rotinas típicas de extração e transformação utilizando a linguagem R, com destaque para o uso da api do ckan encapsulada na biblioteca {ckanr} e das bibliotecas de manipulação de dados {dplyr} e {tidyr}. O dashboard foi construído utilizando os recursos da biblioteca {shiny} da linguagem R. Os gráficos foram criados usando as bilbiotecas {NetworkD3} e {gglplot2}. Uma das abas é construída a partir da análise dinâmica de clusters utilizando medoides. Esses clusters são calculados com o uso da bilbioteca {cluster} do R. 
Dados: 
https://www.tesourotransparente.gov.br/ckan/dataset/despesas-por-funcao-do-governo-central-classificacao-cofog
Código: https://github.com/tchiluanda/cofog"
MT tem 9 terras indígenas entre as mais desmatadas no Brasil,28,Primeira Página,https://primeirapagina.com.br/meio-ambiente/mt-tem-9-terras-indigenas-entre-as-mais-desmatadas-no-brasil/,Online,Helena Corezomaé e Aldair Santos,26/7/2022,"Nestre trabalho mostramos que Mato Grosso tem nove TIs (Terras Indígenas) entre as 25 mais desmatadas no país em 2021, de acordo com o Relatório Anual do Desmatamento do MapBiomas. Ao todo, 5.209,45 hectares foram desmatados nesses territórios.","O Relatório Anual do Desmatamento do MapBiomas trouxe dados importantes sobre o desmatamento no país, e, principalmente, sobre os territórios indígenas, que acabou não tendo o destaque necessário. Mas, resolvemos trazer o dado a tona, que é preocupante e mostra a fragilidade de proteção dos territórios indígenas em Mato Grosso. ","O trabalho não foi feito em texto, mas integrou diferentes formatos para que pudesse chegar até o leitor. ",Fizemos a análise de dados e comparação para identificar o desmatamento nos territórios indígenas.
Uma oportunidade de recomeço para a Mata Atlântica,29,((o))eco,https://oeco.org.br/reportagens/uma-oportunidade-de-recomeco-para-a-mata-atlantica/,Online,Duda Menegassi e Taís Seibt,18/1/2022,"Nos últimos cinco séculos, a Mata Atlântica foi explorada, ocupada e gradualmente exterminada. O bioma que se estende por quase todo o litoral brasileiro deu lugar a cidades que concentram 70% da população do país e o que resta hoje é apenas uma fração do que existia. O Brasil é signatário de uma série de acordos internacionais para recuperar áreas naturais e assumiu compromissos de restauração de milhares de hectares até 2030. Ao longo de quatro meses, a reportagem de ((o))eco tentou localizar ações de restauração da mata nativa para dimensionar o quanto estamos próximos – ou distantes – das metas de restauração. Após 28 pedidos com base na Lei de Acesso à Informação (LAI) a órgãos estaduais e federais de atuação ambiental, consultas a bancos de dados de pesquisas e contatos com pesquisadores e organizações do setor, ficou claro que não há qualquer padrão na produção dessas informações pelos estados nem pelo governo federal. Os dados são descentralizados ou sequer são produzidos. Retrato de uma política ambiental – e de dados abertos – sem diretrizes nacionais para a produção de indicadores, como têm demonstrado diversos relatórios recentes. A reportagem apresenta essas deficiências e traz para o debate a necessidade de monitorar e sistematizar as informações de forma padronizada, transparente e disponível.","O monitoramento mais sistemático de recuperação ambiental existente no Brasil é por meio de dados de satélite pelo MapBiomas, que é uma articulação entre institutos de pesquisa e organizações do terceiro setor. Em nível governamental, não há dados sistematizados. Além disso, dados de satélire são limitados no acompanhamento da restuaração. Restaurar não é apenas plantar a floresta de volta e por isso a palavra não é sinônimo de reflorestamento. Quando feita de forma bem-sucedida, a restauração significa o restabelecimento de um ecossistema, com toda sua intrincada rede de atores (a fauna e a flora) e suas relações. Essa é uma lacuna que os dados de satélite não conseguem preencher. Conforme a lista de espécies ameaçadas do Ministério do Meio Ambiente (MMA), há mais de 400 espécies de animais ameaçados na Mata Atlântica. Das 19 espécies com risco mais alto, que são as possivelmente extintas ou extintas da natureza, 14 são endêmicas da Mata Atlântica (73%), ou seja, ocorrem apenas no bioma. 

As consultas feitas por ((o))eco via Lei de Acesso à Informação (LAI) aos órgãos federais e estaduais com atuação na política ambiental confirmam a falta de uma governança central que coordene as ações na esfera pública. Em nível federal, os dois principais instrumentos para nortear o tema da restauração ambiental deveriam ser o Plano Nacional de Recuperação da Vegetação Nativa, mais conhecido como Planaveg, e a Política Nacional para Recuperação da Vegetação Nativa, o Proveg, ambos lançados em 2017. A coordenação deles, por sua vez, seria responsabilidade do Conaveg, a Comissão Nacional para Recuperação Nativa. Em abril de 2019, o Conaveg foi extinto em uma canetada do governo Bolsonaro que promoveu um ‘revogaço’ de comissões. Em dezembro do mesmo ano, o governo voltou atrás e recriou o Conaveg, porém em novo formato: com 7 membros, todos do Executivo, sem a participação da sociedade civil (que antes contava com dois representantes). 

A Mata Atlântica está distribuída ao longo de 17 estados brasileiros, do sul ao nordeste. Em três deles – Rio de Janeiro, Espírito Santo e Santa Catarina –, o bioma é o único que ocorre no território estadual. Nos demais, divide espaço com o Cerrado, a Caatinga ou o Pampa. A maioria dos estados, ao ser questionado via LAI, citou os sistemas de licenciamento ambiental ou o Cadastro Ambiental Rural (CAR) como o registro disponível para dados de restauração, mas nenhum dos dois oferece informações para diferenciar restauração, regeneração e reflorestamento, sendo necessário observar cada processo para identificar as estratégias de recuperação florestal implementadas. Outra (não) resposta comum entre os estados foi a de que os dados sobre processos de restauração constam apenas em arquivos físicos. 

As investidas da reportagem, portanto, demonstram o descaso com políticas ambientais nos diferentes níveis de governo, já que até mesmo quando indicam sistemas de informação, essas não respondem ao questionamento central, que é monitorar a restauração florestal. Em um contexto de ataque à proteção ambiental no país, o esforço para demonstrar a ausência de dados é relevante como registro histórico. Ao mesmo tempo, a reportagem serve como documento para o debate das políticas ambientais brasileiras em nível internacional, tanto é que foi republicada em inglês pelo site Mongabay e compartilhada por ativistas ambientais em suas redes sociais. Outros sites jornalísticos brasileiros também republicaram a matéria. ","A originalidade do trabalho está presente em três aspectos fundamentais: o foco na Mata Atlântica; a ênfase em indicadores específicos de restauração, o que é diferente de reflorestamento; e a busca por informações públicas sobre restauração florestal usando a Lei de Acesso à Informação. Muito da cobertura ambiental é focado em biomas como Amazônia e Pantanal, que despertam maior interesse internacional, Mas a Mata Atlântica atravessa 17 estados brasileiros e é sobre este bioma que estão as maiores cidades do país. Também parte significativa dos dados citados em reportagens sobre recuperação florestal são dados de satélite, que são os dados mais sistematizados disponíveis. Estes buscam diferenciar restauração e reflorestamento, mas têm limitações, já que áreas em plantio recente podem ser indiferenciáveis pelas imagens de satélite. E a restauração é mais significativa em termos de recuperação florestal, por enfatizar espécies nativas tanto da flora quanto da fauna. No que se refere ao processo de apuração, a exploração de dados a partir de pedidos de informação com base na LAI permitiu demonstrar como os órgãos ambientais federais e estaduais desprezam a necessidade de monitorar e sistematizar dados de restauração ou mesmo indiferenciam restuaração e reflorestamento, apesar de o Brasil ter assumido compromissos internacionais com metas de restauração frente às Nações Unidas. ","Foram feitos 28 pedidos de informação com base na Lei de Acesso à Informação a órgãos ambientais federais e dos 17 estados que perpassam a Mata Atlântica. No governo federal, foram questionados órgãos como o  Instituto Chico Mendes de Conservação da Biodiversidade (ICMBio) e o Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (Ibama), ligados ao Ministério do Meio Ambiente, e o Serviço Florestal Brasileiro (SFB), vinculado ao Ministério da Agricultura, Pecuária e Abastecimento (MAPA) desde o início do governo Bolsonaro. Nos estados, as Secretarias de Meio Ambiente foram questionadas. Nos pedidos, foi solicitado a todos os órgãos dados sobre a área florestal recuperada detalhados por tipo de recuperação (restauração, regeneração, reflorestamento), tamanho da área recuperada (hectares), localização da área recuperada (coordenadas geográficas ou polígono), motivo da recuperação (Plano de Recuperação Ambiental, Termo de Ajustamento de Conduta, projeto de governo, parceria com iniciativa privada/organizações da sociedade civil, pesquisa ou outro), e responsável pela recuperação (nome do órgão do governo ou terceiro). Em paralelo, foram consultadas bases de dados públicas disponíveis e institutos de pesquisa. Os dados mais confiáveis e completos encontrados foram do Observatório da Restauração e Reflorestamento, coordenado pela Coalizão Brasil, Clima, Florestas e Agricultura (movimento composto por mais de 300 representantes do setor privado, setor financeiro, academia e sociedade civil), que persegue essas informações, porém o levantamento também esbarra na descentralização e indisponibilidade de dados públicos. Os indicadores do Observatório dependem da colaboração dos responsáveis pelos projetos, que precisam preencher um formulário e fornecer os dados geográficos. Alguns estados, como São Paulo e Espírito Santo, compartilharam informações geolocalizadas com os pesquisadores por meio de acordos de cooperação. Essa foi a base de dados estruturados mais completa e organizada que ((o))eco conseguiu encontrar. Dessa forma, a reportagem trabalhou com as informações sistematizadas pelo Observatório e narrou as dificuldades de articulação nos órgãos públicos, com base nas respostas via LAI. A qualidade das respostas também foi objeto da reportagem, classificando se o órgão respondeu no prazo legal previsto na LAI, e em que formato foram disponibilizados dados (aberto ou não) naqueles casos em que houve fornecimento de informação. Ao final do processo, todos os órgãos foram procurados via assessoria de imprensa para se manifestar sobre os achados da reportagem."
Crimes Ambientais - O preço da multa não paga,30,Rádio Gaúcha,https://soundcloud.com/radiogaucha/crimes-ambientais-o-preco-da-multa-nao-paga-cid-martins-e-kathlyn-moreira-1?si=a16df94d2113478d81c2b52d26ff8a94&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,Rádio,Cid Martins e Kathlyn Moreira,10/8/2022,"Desde 2019, há 539 processos gerados por multas aplicadas no Rio Grande do Sul que foram julgadas pelo Ibama. Desses, 85% ainda estão pendentes de análise, antes de serem julgados, como das multas de valores ambientais maiores observados acima (entenda, abaixo, o ocorre a multa por dano ambiental).

Os dados foram obtidos por GZH pela Lei de Acesso à Informação (LAI). Se somados valores de todos os processos que determinaram os valores de todos, o total chega a R$ 70,6 milhões.

Esse valor equipara a cerca de sete vezes a quantia que foi arrecadada pelo mesmo órgão em pagamentos de R$ 9,2 milhões), o que mostra que, apesar das multas, o que mostra que, apesar da fiscalização, as penalidades contribuem com uma pequena fatia na total do Ibama/RS. De 2019 a 2021, o dinheiro que veio das multas representou 6% de uma receita de R$ 150 milhões. A reportagem mostra ainda que em nível estadual, a Secretaria do Meio Ambiente no RS teve redução pela metade das multas geradas desde a pandemia, além disso, o Ibama não tem reposição de pessoal e a reportagem ainda revelou uma crueldade que poderia ser evitada se houvesse maior fiscalização: caçadores criaram grupos na internet para vender ilegalmente armas e expor vídeos de animais que caçavam. No entanto, os animais eram apenas feridos para depois serem deixados vivos para que cães os comessem. ","Relevância na questão de que são cifras grandes, mais de R$ 70 milhões envolvendo multas não pagas, que podem prescrever e ainda o fato de descontos de até 90%. A impunidade e o valor que poderia ser revertido na fiscalização são os principais fatores. Ainda há o fato de que multas geradas caíram pela metade na pandemia e problemas de fiscalização em alguns órgãos pelo fato de não haver reposição. O que ocorre no RS é um reflexo no Brasil. ","O trabalho traz uma triangulação de dados, traz ainda uma explicação sobre a tentativa de não fornecer esses dados, mas uma reportagem os mesmos de forma exclusiva perante contestações ao Ibama e no pedido de LAI. São mais de cinco negativas. O trabalho mostra ainda, em uma linguagem aberta e informal, toda a repercussão do não pagamento de multas, dos atrasos, das prescrições, dos descontos enormes, além de mostrar o que isso causa: impunidade e menos investimento em questões básicas, como a fiscalização. Os destaques ficam para as cifras enormes escondidas em tabelas não divulgadas e para a crueldade de um grupo de caçadores que exibe na internet vídeos de animais caçados e devorados pelos seus cães. ","O método foi a entrega de dados recebidos e triangulação de relatórios extensos e de difícil compreensão. Foi montada uma equipe para extrair os números, comparar e montar uma tabela. Só assim foi possível se chegar a valores de multas não pagas. A obtençaõ e o cruzamento desses dados foram as partes cruciais para se obter as cifras milionárias que podem não ser pagas, gerando impunidade e recurso perdido que poderia ser revertido em fiscalização. "
DEAR MR. MUSK: Governo Bolsonaro interferiu na Anatel para autorizar empresa de Elon Musk,31,Brasil de Fato,https://www.brasildefato.com.br/2022/03/16/governo-bolsonaro-interferiu-na-anatel-para-autorizar-empresa-de-elon-musk-no-brasil,Online,Paulo Motoryn,20/5/2022,"Documentos obtidos via Lei de Acesso à Informação, com as correspondências entre o Executivo Federal e a Starlink, evidenciam a atuação do governo brasileiro em prol da empresa de Elon Musk. As mensagens também mostram a atuação do Departamento de Comércio da Embaixada dos Estados Unidos na tentativa de acelerar o processo de autorização da Anatel aos satélites da empresa do bilionário.","A reportagem foi uma das motivações de um requerimento de convocação do ministro Fábio Faria à Câmara dos Deputados. Em sessão da Comissão de Ciência e Tecnologia, ele foi questionado sobre o tema, com base nos documentos revelados pelo Brasil de Fato.

Em uma das mensagens apresentadas ao ministro, o secretário de Telecomunicações, Artur Coimbra de Oliveira, confirma textualmente à CEO da Starlink que o governo fez contato com a agência reguladora para obter informações sobre o processo envolvendo a empresa dos Estados Unidos.

Em outra correspondência debatida na Câmara, o governo federal é informado de que a empresa estuda uma manobra no processo de autorização da Anatel para acelerar a aprovação. A CEO da Starlink afirma que está atuando para viabilizar uma ""votação circular"" no Conselho Diretor da Anatel. Em inglês, no jargão do mundo dos negócios, o termo se refere a decisões que não podem esperar até a próxima reunião de órgãos colegiados, sendo tomadas de forma remota, sem o debate previsto no regulamento.

Faria admitiu que agiu para que a Anatel deixasse de pedir autorização à Agência Espacial Brasileira, do MCTI (Ministério da Ciência, Tecnologia e Inovações), para conceder o direito de exploração de satélites no Brasil e que o país não pode proibir a passagem de satélite por território nacional.


https://twitter.com/opaulomm/status/1537068852135268352
https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2174879
https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra;jsessionid=node025j4u20r3cnu1pjp62y2eknrp16839984.node0?codteor=2162398&filename=REQ+4/2022+CFFC","A reportagem é a primeira de teor investigativo a tratar da atuação do bilionário Elon Musk no Brasil. A partir das correspondências entre o governo federal e uma das principais empresas de tecnologia do mundo, o trabalho revelou o lobby do governo Bolsonaro em uma agência reguladora que tem ""independência administrativa"" e ""autonomia"" em relação ao Executivo Federal. Além disso, a peça foi divulgada nas redes sociais de vídeos curtos com uma peça criativa, que teve ampla repercussão.

https://www.youtube.com/watch?v=YJqpI8pDevA&feature=emb_imp_woyt","Os documentos foram obtidos com base na Lei de Acesso à Informação. O material foi decupado, organizado em formato de linha do tempo e analisado por especialistas. O processo demorou cerca de dois meses."
Pandemia de Covid-19 impulsiona o número de leitores e de vendas no mercado editorial do Brasil,32,Portal Luneta,https://portalluneta.com.br/2022/04/01/pandemia-de-covid-19-impulsiona-o-numero-de-leitores-e-de-vendas-no-mercado-editorial-do-brasil/,Online,Savio de Alencar Pessoa,1/4/2022,"O trabalho enviado com o título ""Pandemia de Covid-19 impulsiona o número de leitores e de vendas no mercado editorial do Brasil"" é uma reportagem feita para a disciplina de Webjornalismo da Universidade Federal do Piauí (UFPI) e publicada no portal da disciplina no dia 01/04/2022. A matéria consiste em mostrar que a pandemia de Covid-19 colaborou para aumentar os leitores no Brasil, o fato que ocorreu devido a uma série de motivos descritos na reportagem. Esse aumento de leitores se refletiu no número de vendas de conteúdos literários, que são relatados na matéria com o auxílio de dados. Além disso, a matéria também foca nos impactos da pandemia no mercado editorial e como tal problema foi contornado. Por fim, o último tema mostrado na reportagem, com o auxílio de dados, retrata os impactos do ensino remoto, sobretudo na fase de alfabetização, na criação de novos públicos leitores.","O trabalho é relevante no que se refere, principalmente, na problemática do remoto na criação de leitores, que foi relatado na reportagem, visto que é um tema atual e que traz problemas no futuro para o país e para as crianças. Relevante também quando mostra como o mercado editorial foi impactado, mas também como o problema foi amenizado. Além do mais, é relevante no sentido que, mesmo com os problemas da Covid-19, a pandemia favoreceu a aproximação e a valorização da leitura e o aumento nas vendas do mercado editorial brasileiro, setor importante para o comércio brasileiro.","Dentre as originalidades do trabalho vale mencionar a questão dos impactos do ensino remoto na alfabetização durante a pandemia e como isso é prejudicial à formação de novos leitores, tema que não é muito mostrado na imprensa. Além disso, há a questão das causas e consequências da pandemia no mercado editorial, além da reportagem relatar como esse problema foi contornado, também um assunto pouco explorado na mídia. Por fim, outra originalidade do trabalho se refere aos fatores que contribuem para o aumento dos leitores na pandemia e como esse crescimento se reflete no mercado editorial, também pouco abordado nos veículos de comunicação.","A metodologia de dados utilizada na matéria ocorre por meio do uso dados públicos divulgados em sites (Como o G1, Folha de São Paulo e Agência Brasil), contatos com instituições públicas, como o Sindicato Nacional dos Editores de Livros (SNEL), Câmara Brasileira do Livro (CBL) e Instituto Pró-Livro, além da procura por pesquisas com dados em ONGs e Instituições Publicas, como a Fundação Lemann. 
Alguns exemplos de links de dados utilizados: 
https://fundacaolemann.org.br/noticias/datafolha-40-dos-alunos-correm-risco-de-abandonar-a-escola 
https://agenciabrasil.ebc.com.br/economia/noticia/2022-01/venda-de-livros-cresce-49-no-periodo-de-natal-faturamento-sobe-14?amp
"
