Título do trabalho,ID,Veículo,Link,Formato,Autores(as) do trabalho,Data de publicação,Resumo do trabalho,Relevância,Originalidade,Metodologia
Covid-19 atingiu mais de 80% das prisões em 14 estados,25,Agência Pública,https://apublica.org/2021/05/covid-19-atingiu-mais-de-80-das-prisoes-em-14-estados/#Link1,Online,"José Cícero, Laura Scofield, Rafael Oliveira, Raphaela Ribeiro, Bruno Fonseca",10/5/2021,"Duas a cada três prisões brasileiras registraram casos de Covid-19 entre presos entre abril de 2020, quando a pandemia chegou ao sistema prisional, a maio de 2021. 
No Ceará, no Distrito Federal, em Rondônia e em Sergipe, todas as unidades prisionais tiveram internos infectados com o coronavírus. 
A reportagem mostra que houve casos da doença em pelo menos 877 unidades prisionais, das quais ao menos 110 registraram mortes de detentos. Os dados reunidos se referem a 1.287 unidades distribuídas nos 22 estados e no Distrito Federal. Segundo dados do Departamento Penitenciário Nacional (Depen), o Brasil tinha 1.435 unidades prisionais ativas em dezembro de 2019.

","Mais de um ano após o início da pandemia de Covid-19, a reportagem mostra o impacto da crise sanitária no sistema carcerário. Além dos dados sobre as prisões que registraram casos de Covid-19 e a quantidade da casos registrados, os repórteres conversaram com familiares, servidores e membros de organizações da sociedade civil que relatam o aumento de episódios de violência e tortura, histórias de falta de atendimento e de comunicação da situação às famílias.","Trata-se de um levantamento inédito, feito ao longo de três meses, por meio de pedidos de Lei de Acesso à Informação (LAI) para os 26 estados e o Distrito Federal, complementados com informações disponíveis em sites oficiais e dados obtidos junto a assessorias de imprensa. 
Além dos dados, a investigação traz histórias de personagens que ajudam a compreender os números e os impactos da Covid-19 nas prisões brasileiras. ","Entre os dias 2 e 3 de fevereiro, apresentamos pedidos de Lei de Acesso à Informação (LAI) para os 26 estados e o Distrito Federal, solicitando os números de casos positivos e de óbitos entre presos e servidores, separados por unidade, até o dia 31 de janeiro. Além disso, foi solicitado o número de presos, de servidores e a capacidade de cada unidade prisional. 

Após a apresentação de algumas dezenas de recursos, conseguimos total ou parcialmente dados de 17 estados e do Distrito Federal. Para complementar os dados referentes a estados que não forneceram informações sobre número de presos e/ou capacidade das unidades, utilizamos as informações disponíveis em sites oficiais e em levantamento do Conselho Nacional do Ministério Público (CNMP), referente ao 3º trimestre de 2019. 

No final do mês de março, buscamos as secretarias de administração penitenciária dos nove estados que não haviam fornecido os dados solicitados. Por meio de suas assessorias de imprensa, as secretarias de Amazonas, Pernambuco, Piauí, Rondônia e Roraima forneceram as informações, totalizando 23 unidades da federação no levantamento. As secretarias de Amapá, Tocantins e Rio Grande do Norte não deram retorno à demanda. A do Rio Grande do Sul afirmou que não poderia fornecer os dados via assessoria de imprensa, já que havia um pedido de LAI em aberto.

A despeito dos pedidos de acesso à informação demandarem dados até 31 de janeiro, os estados forneceram dados de datas variadas. Posteriormente, foram inseridos os dados mais recentes disponíveis dos estados que publicam a informação periodicamente (Amazonas, Mato Grosso, Pará e Santa Catarina), além de atualizar os dados de São Paulo por meio de novo pedido de LAI. Os números, portanto, têm datas variadas entre 31 de janeiro e 19 de abril. 

A título de comparação e checagem, a reportagem também utilizou os dados apresentados pelo Conselho Nacional de Justiça (CNJ) e pelo Departamento Penitenciário Nacional (Depen), além dos publicados periodicamente por 11 estados brasileiros. Sete desses publicam apenas os dados totais de casos e óbitos, sem separação por unidade.
"
Dados Virais,26,Associação Data Privacy Brasil de Pesquisa,https://osdadosvirais.dataprivacybr.org/,Online,"Eduardo Goulart de Andrade, Daniela Dora Eilberg, Brenda Cunha, Pedro Saliba, Gabriela Vergili, Mariana Rielli, Bruno Bioni e Rafael Zanatta",22/7/2021,"No Brasil, diferentes esferas de governo desenvolveram e adquiriram tecnologias para mitigar riscos e danos relacionados à COVID-19. Aplicativos, inteligência artificial, câmeras com diversas funcionalidades e bancos de dados foram utilizados em todo o território nacional para monitorar a evolução da pandemia e evitar novos contágios. Por outro lado, há pouca transparência sobre como essas soluções tecnológicas funcionam e quais são seus possíveis impactos em relação à privacidade e à segurança dos cidadãos. Diante disso, a Associação Data Privacy Brasil de Pesquisa criou o projeto Dados Virais, com o objetivo de mapear as tecnologias digitais baseadas no uso de dados pessoais adotadas durante o período de calamidade pública, sistematizando informações derivadas de um conjunto amplo, fragmentado e multifacetado de iniciativas.

Os resultados apresentam um panorama geral de utilização dessas tecnologias, as localidades e áreas de abrangência, os atores envolvidos em tais arranjos e as principais funcionalidades associadas à sua utilização. Os principais achados estão apresentados em visualizações de dados nas quais mostramos tecnologias adotadas por governos municipais, estaduais e federal. Os resultados do nosso mapeamento apontam 253 casos de iniciativas de enfrentamento à COVID-19 envolvendo o uso de tecnologias baseadas em alguma forma de uso de dados pessoais. Esses casos estão distribuídos em: → 24 estados, com 100 tecnologias adotadas. → 77 municípios, com 131 tecnologias adotadas. → 22 produtos com abrangência nacional, adotados pela União ou por outras unidades federativas.","O projeto busca mapear de forma abrangente o uso de tecnologias de vigilância em saúde e a transparência pública no contexto da pandemia da Covid-19, além de analisar o tratamento de dados pessoais coletados.

As informações reunidas, embora não sejam exaustivas, possibilitam visualizar alguns atores-chave e ter uma dimensão da influência exercida por diferentes empresas privadas, órgãos públicos e universidades. Ao identificar alguns dos principais aparatos tecnológicos utilizados pelo poder público no país para o combate à pandemia, pode-se ter uma visão geral da diversidade de aplicações, plataformas e serviços utilizados, bem como as principais demandas para as quais esses recursos foram direcionados. Desse cenário, também se desdobram questionamentos quanto às possibilidades de usos (primários ou secundários) dos dados coletados.

Embora ainda não se tenha mensuração concreta sobre os impactos dessas tecnologias sobre os direitos fundamentais – como privacidade, proteção de dados, liberdade de ir e vir, entre outros –, ao compilar essas informações, este projeto abre portas para expor de que forma os princípios da Lei Geral de Proteção de Dados orientam ou não as aquisições e desenvolvimento de produtos e serviços durante a pandemia.","A partir de uma ampla coleta de dados, obtidos de diferentes fontes, mapeamos aplicativos, inteligência artificial, câmeras com diversas funcionalidades e bancos de dados que foram utilizados em todo o território nacional para monitorar a evolução da pandemia e evitar novos contágios. Além disso, graças a metodologia utilizada, também conseguimos analisar a transparência pública (ou a falta dela). E para apresentar os resultados, disponibilizamos uma série de visualização de dados.","O recorte temporal definido para a realização da primeira etapa da pesquisa corresponde ao período de 20 de março de 2020, quando foi decretado estado de calamidade pública devido à pandemia, a 31 de dezembro de 2020. A coleta dos dados nesta etapa da pesquisa foi realizada a partir da busca de informações e documentos obtidos por meio de:

a) Pedidos via Lei de Acesso à Informação (LAI), nos termos da Lei nº 12.527/2011;

b) Busca em portais da transparência;

c) Diários Oficiais;

d) Pesquisas exploratórias realizadas por meio da utilização de palavras-chave no motor de busca da Google. Neste caso, as informações foram buscadas a partir de publicações em que fossem evidenciadas ou anunciadas a utilização de tecnologias baseadas em dados pessoais por parte do poder público para o enfrentamento à covid-19. Para tornar a busca mais eficiente e direcionada, foram usadas técnicas de pesquisa avançada;

e) Solicitações de informações e documentos diretamente por e-mail para as empresas envolvidas nas aquisições das tecnologias.

https://osdadosvirais.dataprivacybr.org/metodologia/

https://public.flourish.studio/visualisation/6751192/"
Desertos de oxigênio: faltam informação e estrutura no interior do Ceará,27,Jornal O Povo,https://mais.opovo.com.br/reportagens-especiais/2021/03/31/desertos-de-oxigenio--faltam-informacao-e-estrutura-no-interior-do-ceara.html,Online,Gabriela Custódio e Thays Lavor,31/3/2021,"Cerca de 3,4 milhões de cearenses estão expostos a risco alto ou altíssimo para incidência do coronavírus em regiões sem informações oficiais sobre oxigênio hospitalar. Municípios estiveram em alerta ante a possibilidade de desabastecimento, e falta de transparência é empecilho para entender a real infraestrutura do insumo no Estado. 
O levantamento revela que nem todos os estabelecimentos de saúde que declaram, no CNES, possuir usinas têm equipamentos que se encaixam nessa definição. Alguns, por exemplo, possuem apenas cilindros que são abastecidos por empresas fornecedoras ou espaços reservados para guardá-los. 
A análise foi realizada pelo Data.doc — Núcleo de Dados do O POVO — com base em informações do Cadastro Nacional de Estabelecimentos de Saúde (CNES) e nos índices de risco para Covid-19 e de ocupação de leitos no Estado.","O material joga luz a ausência de informações e  sinaliza para uma falta de transparência administrativa. E mostra que a pandemia permite perceber a inconsistência dos dados devido à lógica da alimentação de base de dados sobre Saúde, de forma geral. Como não precisavam ser atualizados constantemente — como tem ocorrido com as informações sobre disponibilidade de leitos e número de casos e de óbitos por Covid-19 —, eles já estavam desatualizados ao serem divulgados. É o caso de dados epidemiológicos que retratam o ano anterior.","O material conseguiu mapear, por meio de dados públicos, a real situação de infraestrutura de oxigênio no Ceará e identificou que, o estado possui menos de um equipamento por município , considerando que nem todos eles funcionam em estabelecimentos que atendem pacientes com Covid-19, a situação preocupa pelo atual cenário da pandemia e das dificuldades de logística quanto à distribuição de oxigênio medicinal já apresentadas por gestores locais.

Com essa disparidade, revelou-se os  desertos de oxigênio no Estado. Neles estão cidades com Índice de Desenvolvimento Humano Municipal (IDHM) médio ou baixo e uma população de 3,4 milhões de cearenses expostos a risco alto ou altíssimo para incidência do coronavírus. 

Além disso, a reportagem joga luz a ausência de informações e  sinaliza para uma falta de transparência administrativa. ","O Data.doc utilizou dados do Cadastro Nacional dos Estabelecimentos de Saúde (CNES), IntegraSus e IDH municipal. Foram analisados dados agregados para todo o Estado: do CNES usamos o indicador de Equipamento, relacionado a Infraestrutura, referentes a Usina de Oxigênio. Do Integrasus extraímos os dados referentes às unidades de saúde que compõem a rede com leitos para Covid-19 e a situação de risco de cada município. E do IDHm baixamos os indicadores referentes ao desenvolvimento humano de cada cidade.

Link: https://drive.google.com/drive/u/0/folders/1krrIt69QcwjnG9lExjCroo7-RHrsLph4"
Desigualdade racial no Judiciário: ‘Como se identificar com uma profissão em que você não se enxerga?’,28,Sul21,https://sul21.com.br/noticias/geral/2020/11/desigualdade-racial-no-judiciario-como-se-identificar-com-uma-profissao-em-que-voce-nao-se-enxerga/,Online,Andressa Marques,20/11/2020,"Entre os tantos setores que representam a desigualdade racial no Brasil, o Judiciário talvez seja um dos que tornam o abismo mais evidente. Dados do Censo do Poder Judiciário divulgado pelo Conselho Nacional de Justiça (CNJ) de 2018 apontam que, entre os magistrados, 16,5% se autodeclaram pardos e 1,6% pretos.",A relevância do trabalho realizado é mostrar o desfalque do judiciário brasileiro em relação aos negros no Rio Grande do Sul.,"O trabalho busca debater a questão em Porto Alegre, cidade onde apenas 16% da população é negra. Resgatar falas de profissionais negros da área e os caminhos para a mudança.","http://justa.org.br/wp-content/uploads/2019/06/justa_dados_genero_raca_site-3.pdf
https://www.cnj.jus.br/wp-content/uploads/2019/09/a18da313c6fdcb6f364789672b64fcef_c948e694435a52768cbc00bda11979a3.pdf"
Desmonte na Cultura: governo Bolsonaro reduz orçamento e sufoca setor,29,Jornal O Povo,LINK_1: https://bit.ly/3A0jObG LINK_2: https://bit.ly/2Wy3wZT,Online,Catalina Leite e Alexandre Cajazeira ,12/6/2021,"Ao rebaixar a pasta de Cultura e paralisá-la por meio de péssimas gestões, o presidente Jair Bolsonaro (sem partido) prejudica setor econômico estratégico para o desenvolvimento sustentável do País. A Cultura brasileira sempre teve pouca prioridade desde sua fundação, em 1985, representando menos de 1% do Orçamento da União (OU). No entanto, entre 2013 e 2021, houve uma redução significativa (cerca de 49%) no orçamento da pasta, como podemos observar nesta série histórica.",O trabalho traz um levantamento dos últimos 20 anos da pasta da cultura,O trabalho traz um levantamento dos últimos 20 anos da pasta da cultura,"A partir dos dados disponibilizados pelo Painel do Orçamento, do Sistema Integrado de Planejamento e Orçamento - SIOP, o Data.doc - Núcleo de Dados do O POVO - analisou os gastos do Governo Federal relacionados à Cultura entre os anos 2000 e 2021.

Por eles, é possível identificar as variações de orçamento e execução de gastos, qual foi o investimento anual para cada órgão e unidade da Cultura e qual a natureza das despesas."
Destruição na Chapada dos Veadeiros é igual a 30% do desmatamento da região nos últimos 10 anos,30,Mais Goiás,https://www.emaisgoias.com.br/destruicao-na-chapada-dos-veadeiros-e-igual-a-30-do-desmatamento-da-regiao-nos-ultimos-10-anos/,Online,Igor Caldas,3/10/2021,"A reportagem busca fazer um comparativo do desmatamento causado pelos últimos incêndios que consumiram a Chapada dos Veadeiros entre os dias 12 a 24 de setembro de 2021 com a soma da área de cerrado desmatada nos municípios que integram a região, entre os anos de 2010 e 2020.",A relevância deste trabalho está em evidenciar a extensão do dano causado por incêndios criminosos na Chapada dos Veadeiros.,A comparação que o trabalho apresenta usando a área de desmatamento do cerrado nos municípios que integram a região na última década nunca foi feita. ,"Utilizei os dados da plataforma Prodes do Instituto Nacional de Pesquisas Espaciais (INPE). Por meio da filtragem de dados da tabela de Incrementos de Desmatamentos do Cerrado em Municípios por Estado, chegou-se ao somatório das áreas desmatadas do bioma em Cavalcante, São João D’Alinaça, Alto Paraíso, Nova Roma, Teresina de Goiás, Colinas do Sul, Monte Alegre de Goiás e Campos Belos, entre os anos de 2010 e 2020.

O dado da área de vegetação destruída na Chapada dos Veadeiros decorrente dos incêndios entre os dias 12 e 24 de setembro deste ano foram obtidos com a assessoria de comunicação do ICMbio.

http://terrabrasilis.dpi.inpe.br/"
"Diante da pandemia, número de pessoas em busca da 1ª habilitação do tipo AB sobe 29% em 2020",31,RÁDIO GAÚCHA,https://gauchazh.clicrbs.com.br/transito/noticia/2021/01/numero-de-pessoas-em-busca-da-1a-habilitacao-do-tipo-ab-sobe-291-em-2020-ckj1ghnxn001i019wfc2vt7ao.html,Online,EDUARDO PAGANELLA,2/1/2021,"Com análise de dados, foi possível identificar que, apesar da crise econômica e dos números tímidos para aquisição de carteiras de habilitação, a busca pela carteira do tipo AB cresceu 29%. A partir disso, fomos entender esse movimento. Para muitos, ter uma CNH mais completa pode ser uma oportunidade de se enquadrar no mercado de trabalho. Além disso, com a onda de demissões em função da pandemia, muitas pessoas utilizaram os valores para atingirem o sonho da carteira de habilitação.  ","O trabalho é importante porque baseia-se em uma análise inicial de dados. Não fosse essa leitura mais atenta, talvez não saberíamos desse movimento de uma parcela significativa da população em busca da carteira do tipo AB. ","A originalidade do trabalho consiste em analisar dados dentro do cenário macroeconômico e social. Dados são um ótimo caminho para chegar a histórias e personagens. E através desses dados é que decidimos ir atrás de quem fez carteira do tipo AB. Jamais faríamos uma matéria focando nesse público, não fosse uma análise detalhada dos números. ",A base de dados utilizada foi a do DETRAN-RS: https://www.detran.rs.gov.br/dados-rs
Eleições 2020: candidatos têm mais de R$ 175 milhões em multas ambientais,32,Agência Pública,https://apublica.org/2020/11/eleicoes-2020-candidatos-tem-mais-de-r-175-milhoes-em-multas-ambientais/#Link3,Online,"Anna Beatriz Anjos, Bianca Muniz, Bruno Fonseca, Rute Pina, Larissa Fernandes",11/11/2020,"
A partir do cruzamento das multas aplicadas pelo Ibama na última década e dos candidatos às eleições municipais de 2010, o levantamento inédito da Agência Pública revela que 152 candidatos a prefeito, 71 a vice e 529 a vereador acumulam 1.017 multas ambientais, causadas por infrações como desmatamento, comércio ilegal de madeira ou por provocarem queimadas em áreas protegidas. Somados, os valores dessas multas ultrapassam R$ 175 milhões. ","A reportagem aponta que, em todo o país, pessoas multadas por infrações ambientais tentavam se eleger a um cargo público. O trabalho disponibiliza essas informações de forma simples, para que o cidadão consiga consultar as informações sobre candidatos com multas ambientais em sua cidade.
A reportagem foi publicada pelo UOL e sites locais do Amazonas, Tocantins e Paraná repercutiram as informações reveladas, noticiando os candidatos multados em suas respectivas regiões. ","A reportagem traz um levantamento inédito, feito a partir do cruzamento dos dados de multas aplicadas pelo Ibama na última década e da base de candidatos às eleições municipais de 2020. A partir das informações levantadas, a investigação revela a morosidade do processo para o pagamento dessas multas. Além disso,a reportagem inclui um campo de busca integrado ao texto onde é possível encontrar em quais cidades há candidatos com multas ambientais.","1) Download e limpeza dos dados de multas aplicadas pelo Ibama
– Foram exportadas, no dia 19 de outubro, as planilhas com a relação de multas aplicadas pelo Ibama em todas as unidades federativas (UF);
– Unimos as planilhas de multas das 27 UFs e filtramos as entradas de multas aplicadas no período de janeiro de 2011 a outubro de 2020;
– Retiramos da lista as multas com os status débito: “Baixado – Defesa deferida”; “Baixado – Recurso de ofício indeferido”; “Baixado – Recurso deferido”; “Baixado c/base na Lei 9.873/99 (Prescrito)”; “Baixado por determinação judicial”; “Baixado por prescrição intercorrente durante anál. Jurídica”; “Cancelado; Cancelado na homologação (AI sem defesa)”; “Substituição de multa por advertência”; “Substituído na homologação por outro”.
– Excluímos os registros duplicados;
A relação final contou com 138.835 multas. (https://docs.google.com/spreadsheets/d/1Cd0mzzU9N-LRRM1tEgfGQnr2zkfgoTQqlSPJ8ky3PNg/edit?usp=sharing)
2) Download e limpeza dos dados de candidatos
– No dia 9 de novembro, baixamos a relação de candidatos nas eleições municipais de 2020 do Repositório de Dados Eleitorais;
– Na planilha de candidatos, filtramos as candidaturas com a situação “apto” e, em seguida, aquelas com detalhamento da situação “deferido” ou “deferido com recurso”. A relação final considerou 525.148 candidaturas. (https://apublica.org/wp-content/uploads/2020/11/planilha-2-candidaturas-analisadas.xlsx)
3) Cruzamento entre os dados de multas e de candidaturas para identificar os candidatos multados
– Verificamos os CPFs de candidatos que aparecem nas multas ambientais. Filtramos esses valores e retiramos as multas vinculadas aos CPFs e CNPJs que não estão na planilha dos candidatos;
– Os nomes levantados e as multas vinculadas aos seus CPFs podem ser vistos aqui (https://apublica.org/wp-content/uploads/2020/11/planilha-3-candidatos-multados.xlsx)."
"Em ano de aumento da violência contra mulher, Damares usa apenas 1/4 do orçamento, o menor gasto da década",33,Jornal O Globo,https://oglobo.globo.com/celina/dia-internacional-da-mulher-2021-em-ano-de-aumento-da-violencia-contra-mulher-damares-usa-apenas-14-do-orcamento-menor-gasto-da-decada-24907681,Impresso,Leda Antunes e Marcella Fernandes,8/3/2021,"No ano em que o país registrou uma denúncia de violência contra a mulher a cada cinco minutos, o gasto com ações de proteção à mulher feito pelo Ministério da Mulher, Família e Direitos Humanos (MMFDH) em 2020 foi o menor dos últimos dez anos. Levantamento feito pela reportagem do GLOBO mostra que a pasta comandada por Damares Alves só pagou 24,6% do total de R$ 120,8 milhões autorizados pelo Congresso para este fim em 2020. No ano em que a pandemia contribuiu para aumentar os casos de violência contra a mulher, a execução financeira para a área somou apenas R$ 35,5 milhões.","A reportagem evidenciou o mau uso do orçamento federal disponível para ações de combate a violência contra a mulher, justamente no ano em que esse fenômeno se agravou em função da pandemia de Covid-19. O impacto do levantamento foi tamanho que gerou uma manifestação da Defensoria Pública da União em São Paulo pedindo esclarecimentos ao Ministério da Mulher, Família e Direitos Humanos sobre o assunto. Especialistas alertaram para o risco de aumento da violência contra a mulher desde o início na crise sanitária, mas pouco foi feito para combater ou prevenir os casos de violência. Isso ficou evidente no uso do orçamento e, posteriormente, nos números divulgados que mostraram um aumento nos feminicídios e nas chamadas de emergência ao 190, mas uma queda nos registros nas delegacias, indicando uma maior dificuldade para denunciar a interromper o ciclo da violência antes do seu agravamento e do seu desfecho mais trágico. ","Embora outros levantamentos já apontassem para falhas na execução orçamentária do MMFDH ou da própria Secretaria Nacional de Políticas para Mulheres, este foi o primeiro que se debruçou sobre as ações específicas de proteção as mulheres (inclusive aquelas que não estão sob o guarda-chuva da secretaria) e destrinchou como o dinheiro tem sido usado e que tipo de medidas tem ficado sem recursos. O levantamento também é inovador ao trazer um panorama da última década, mostrando como o tema já foi priorizado por governos anteriores, embora já houvesse falhas na execução financeira.  Além disso, se destaca a forma didática como o orçamento público foi explicado, possibilitando ao leitor um melhor entendimento da temática, que pode ser complexa e intrincada e costuma ser um tema distante, apesar de afetar diretamente o dia a dia da população. ","Os dados foram obtidos por meio do Siga Brasil, sistema de informações sobre o orçamento público federal mantido pelo Senado, analisados usando o conceito de execução financeira,  que corresponde ao valor efetivamente pago somado aos restos a pagar de anos anteriores quitados no ano em análise. Desta forma, foi possível identificar quanto de fato chegou no serviço na ponta, onde a mulher é atendida.

Entram nessa conta os programas orçamentários específicos para mulheres de 2011 a 2019. Em 2020, com o novo plano plurianual (PPA), o programa ‘Políticas para as Mulheres, Promoção da Igualdade e Enfrentamento à Violência’ (2016) passou a se chamar ‘Proteção à Vida, Fortalecimento da Família e Defesa dos Direitos Humanos para Todos’ (5043)  e se tornou mais abrangente. Com auxílio do Inesc, foram selecionadas as ações específicas para mulheres dentro dele.

https://www12.senado.leg.br/orcamento/sigabrasil"
Engolindo Fumaça,34,InfoAmazonia,https://infoamazonia.org/project/engolindo-fumaca/,Online,"Juliana Mori, Renata Hirota, Eduardo Geraque, Felipe Barros, Sonaira Silva, Tatiane Moraes, Guilherme Guerreiro Neto, Juliana Arini, Leandro Chaves, Camilo Estevam, Rebeca Navarro, Lucas Lobo, Leandro Amorim, André Hanauer, Erlan De Almeida Carvalho, Erico Rosa, Guilherme Lobo, Robson Klein Ramon Aquim, Dell Pinheiro, Laiza Lopes, Laura Sanchez, Tony Gross",23/8/2021,"Engolindo Fumaça é um projeto especial do InfoAmazonia que investiga os efeitos da poluição do ar causada pelas queimadas sobre a saúde da população amazônica. 

Em 2020, a trágica combinação entre a pandemia de Covid-19 e um dos ciclos mais severos de queimadas e desmatamento da Amazônia brasileira fez com que moradores de regiões atingidas pelo fogo estivessem mais expostos também ao risco de agravamento da Covid-19. 

A cada dia em que os finíssimos grãos de material particulado (PM2.5) ficaram em suspensão na atmosfera acima do patamar considerado seguro pela OMS (Organização Mundial de Saúde), o risco de uma pessoa contaminada pelo novo coronavírus ser internada subia 2%. A fumaça das queimadas esteve relacionada a um aumento de 18% nos casos graves de Covid (aqueles em que houve internações hospitalares) e de 24% em internações por síndromes respiratórias nos 5 estados com mais fogo da Amazônia durante as queimadas de 2020 (Amazonas, Acre, Rondônia, Mato Grosso e Pará).

Essa sinergia tóxica entre queimadas e infecção pelo novo coronavírus foi objeto de uma análise de dados inédita realizada durante cinco meses por uma equipe multidisciplinar de jornalistas, geógrafos e estatísticos do InfoAmazonia, em parceria com pesquisadores do LabGama, ligado à Universidade Federal do Acre, e do Observatório Clima e Saúde/ICICT, da Fiocruz. O projeto teve apoio da Universidade de Stanford, através do programa Big Local News, que tem por objetivo a abertura de dados em formatos que possam ser replicados por jornalistas de todo o mundo.

Os dados revelam como a poluição decorrente das queimadas amazônicas tem um efeito perverso sobre a população que é explicada por uma específica geografia do fogo – os municípios mais afetados, em diferentes estados, indicam a expansão do arco do desmatamento. Para contar essas histórias, uma equipe de jornalistas locais foi mobilizada nos 5 estados da Amazônia Legal mais afetados (Amazonas, Acre, Rondônia, Pará e Mato Grosso). 

O resultado deste esforço são 5 reportagens especiais guiadas pelos dados, também visualizadas em mapas e gráficos, além de materiais extras com os dados exploratórios, documentação e metodologia da análise.
","A relevância deste projeto é mostrar a relação entre dois eventos aparentemente desconectados (fogo e Covid), evidenciando como as questões ambientais e de saúde pública estão intimamente ligadas.

Através de uma extensa análise de dados, o projeto conseguiu quantificar o impacto da poluição atribuível a queimadas no agravamento dos casos de Covid, dando subsídios tanto para o leitor entender a gravidade da crise ambiental como para o poder público tomar decisões embasadas nos dados. 

A importância de um projeto como este em 2021 é semelhante a um exame post-mortem realizado em grande escala, trazendo evidências e comprovações da devastação da Amazônia e o quanto isso afeta seus cidadãos, mesmo os que estão nas zonas urbanas distantes de onde ocorrem os crimes ambientais.

Como um primeiro resultado, o Ministério Público do Acre usou nossa análise em uma nota técnica para reforçar a gravidade da situação do ar no estado, participamos de algumas rodas com cientistas para explicar o trabalho e, a partir dos dados do projeto, um artigo acadêmico está sendo escrito em parceria com a Fiocruz. A parceria de publicação com a Folha de S. Paulo também fez as informações ganharem maior alcance nacional, com as reportagens sendo republicadas organicamente em diferentes veículos amazônicos.","Como um projeto essencialmente de jornalismo guiado por dados, a investigação dos dados foi o cerne e também o ponto inicial do projeto. Diante da ausência de dados regionais de qualidade do ar (nenhuma cidade amazônica possui estações fixas de monitoramento), nós processamos informações de satélite para calcular a poluição do ar na região, gerando dados abertos (acessíveis e documentados) para todos os municípios da Amazônia Legal. 

Esses dados foram depois, através de análise estatística, cruzados com a base de dados de internação por doenças respiratórias (SRAG), e especificamente os casos de internação classificados como Covid-19, e conseguimos comprovar a hipótese de que o material particulado proveniente das fumaças agravou casos de Covid na temporada de queimadas de 2020. 

Além dessa análise bastante original (a maior parte da literatura científica relaciona queimadas e material particulado com doenças respiratórias, mas até então não haviam relações quantitativas em relação à Covid), a principal característica do trabalho foi juntar dados com histórias contadas localmente. 

Com uma equipe de 08 jornalistas (repórteres e fotógrafos) distribuída pelos principais estados impactados, conseguimos contar histórias de pessoas que tiveram casos graves de Covid relacionados a queimadas nos principais municípios apontados pela análise de dados, assim como mostrar que muitos casos realcionados a queimadas nas zonas rurais dos municípios podem nem ter entrado na base analisada (de internações) devido à crônica falta de acesso à saúde na Amazônia Legal. Além das histórias das pessoas e famílias diretamente afetadas, a análise do InfoAmazonia revelou que não é só fogo que está por trás da fumaça nos céus da Amazônia. Em meio à névoa das cinzas, aparecem grilagem, exploração madeireira, o lado negativo do agronegócio, obras de infraestrutura e assassinatos de lideranças. 

Para dar suporte às histórias, foi desenvolvido um projeto que combina Design Editorial e Design da Informação, aliando impacto visual com visualização de dados. Ele ajudou a contar a história do Engolindo Fumaça com gráficos interativos, efeitos visuais, cores e escolhas tipográficas que colaboraram para a imersão do leitor no especial. Dessa forma, entende-se que a experiência das reportagens foi para além da informação, trazendo sensações e emoções à leitura.","O trabalho com os dados foi extenso mas pode ser resumido em duas principais etapas: geoprocessamento e modelo estatístico.

Primeiro, o trabalho de geoprocessamento das informações de material particulado, através das estimativas globais do modelo CAMS/ECMWF, que processa informações registradas por satélites e estações meteorológicas. A análise do InfoAmazonia processou as diversas estimativas por dia do CAMS para chegar na concentração média diária de material particulado fino (PM 2.5) para todos os municípios da Amazônia Legal.

Para calcular o agravamento dos casos de Covid-19, a análise considerou apenas os casos em que houve internação hospitalar. Os dados, que vêm da base por Síndrome Respiratória Aguda Grave (SRAG) do Sivep, disponibilizada pelo DataSus, são gerados a partir dos formulários de internações hospitalares por síndromes respiratórias, inclusive as que terminam em morte, e são classificadas de acordo com a causa da infecção (Covid-19 é uma das diversas causas de doenças respiratórias apontadas nesses formulários). Como a subnotificação dos casos de Covid-19 é alta, o total de casos por SRAG também foi analisado e indicam que os números de Covid podem ser ainda maiores do que os casos oficialmente confirmados (43% das internações tinham causas indefinidas).

O modelo estatístico construído especialmente para a análise testou diversos cenários -incluindo queimadas, alertas de desmatamento, população e precipitação- e achou significância principalmente entre os níveis cumulativos da poluição (dias do mês em que a concentração média do material particulado fino permaneceu acima dos 25 microgramas por metro cúbico diários recomendados pela OMS) e os números oficiais das internações tanto por SRAGs quanto por Covid-19. Para verificar o impacto da exposição local à fumaça, o algoritmo recebeu informações dos municípios de moradia dos pacientes e não do local da internação, para considerar o local da exposição ambiental à fumaça.

A taxa de aumento das chances de alguém ser internado em relação à variável poluição emerge de uma comparação feita entre a situação real, onde houve acúmulo de poluição ao longo do mês, e um cenário hipotético, sem nenhum dia com a concentração do material particulado acima dos limites aceitáveis da OMS. 

Os dados finais da análise estão disponíveis neste painel de dados, permitindo filtragem, busca e download de tabelas com o recorte selecionado: https://infoamazonia.shinyapps.io/engolindo-fumaca/

Além dos dados finais, todo o processo foi documentado e um passo a passo de como repetir os diversos processamentos, além dos dados originais e os já arrumados, estão disponíveis no GitHub do projeto:
https://github.com/InfoAmazonia/engolindo-fumaca

Uma vasta documentação também está arquivada na plataforma Big Local News, da Universidade de Stanford:
https://biglocalnews.org/#/ 
((nome do projeto aberto: COVID_Inhaling_Smoke))

"
